	AR0382_A	AR0382_B	AR0387_A	AR0387_B
B9J08_04013	1225.78384810509	1230.04366039193	1092.13298724949	1069.07831866463
B9J08_04012	4141.13881696151	4059.14407929335	3914.34935534667	4079.16888173646
B9J08_04011	21085.8475869766	21111.680656681	21315.160464313	23419.1661390644
B9J08_04010	1436.13545263863	1379.33903596621	1571.07186483143	1581.1244935696
B9J08_04009	1175.09671448255	1046.94555827252	786.48809718228	755.499653412754
B9J08_04008	4485.81132559478	4338.95553791686	4755.11084422313	5207.78745329702
B9J08_04007	4152.96581480677	4122.99367387858	5827.24837137476	6078.39826230857
B9J08_04006	10166.9942191211	10199.9727349904	11170.7970413348	12046.9778359424
B9J08_04005	351.430793116277	361.501381107551	215.189237243578	202.43685984615
B9J08_04004	4362.47263377994	4455.38715157228	3913.39719058011	4106.9543330879
B9J08_04003	4966.49430944854	4470.41058559233	4357.10597179917	4010.36681172339
B9J08_04002	1388.82746125759	1371.82731895619	926.456317867262	926.18171171441
B9J08_04001	0.844785560375665	0.938964626253378	0.952164766564503	0
B9J08_04000	272.86573600134	254.459413714665	171.389657981611	150.835307336347
B9J08_03999	1270.557482805	1231.92158964443	1303.51356542681	1287.39257928303
B9J08_03998	816.062851322893	770.889958154023	731.262540721539	676.112649551519
B9J08_03997	347.206865314398	322.064866804909	151.394197883756	129.665439640017
B9J08_03996	858.302129341676	799.997861567878	825.526852611424	849.440941315216
B9J08_03995	399.58357005769	465.726454621676	433.234968786849	497.49189086374
B9J08_03994	2.534356681127	0	0.952164766564503	1.32311673102059
B9J08_03993	4493.41439563816	4225.3408181402	4106.6866381927	4036.82914634381
B9J08_03992	4579.58252279648	4245.05907529152	4120.96910969117	3897.90188958664
B9J08_03991	1159.89057439579	1192.48507534179	1699.61410831764	1898.67250901454
B9J08_03990	1484.28822958004	1539.90198705554	1195.91894680502	1311.2086804414
B9J08_03989	4607.46044628888	4253.5097569278	4439.94430649028	4158.5558855977
B9J08_03988	464.632058206616	386.853426016392	360.870446527947	308.286198327796
B9J08_03987	1120.18565305813	1088.26000182767	1310.17871879276	1259.6071279316
B9J08_03986	5649.92582779245	5575.57195069256	3161.18702499415	3380.5632477576
B9J08_03985	424.082351308584	523.942261449385	615.098439200669	647.004081469066
B9J08_03984	2319.78114879158	2518.30312761156	2748.89968107172	2914.82615843835
B9J08_03983	1635.50484488729	1599.0567585095	1168.30616857465	1332.37854813773
B9J08_03982	90561.8568578317	87063.617040092	98236.7432959929	99774.9095695313
B9J08_03981	1366.86303668783	1478.86928634907	1522.51146173664	1480.56762201203
B9J08_03980	2854.53040850937	2471.35489629889	1665.33617672132	1590.38631068674
B9J08_03979	671.604520498654	646.946627488578	673.180489961104	599.371879152325
B9J08_03978	303.278016174864	334.271406946203	344.68364549635	305.639964865755
B9J08_03977	202.74853449016	244.130802825878	194.241612379159	187.882575804923
B9J08_03976	1470.77166061403	1545.53577481306	1862.43428340017	1845.74783977372
B9J08_03975	3971.336919326	3904.21491596155	3586.80467564848	3682.23386243029
B9J08_03974	0	0	0	0
B9J08_03973	604.866461228976	773.706852032784	1439.67312704553	1806.0543378431
B9J08_03972	2247.97437615965	2063.84424850492	1694.85328448482	1689.62006551329
B9J08_03971	1144.68443430903	1251.63984679575	1222.57956026882	1234.46791004221
B9J08_03970	4016.11055402591	4093.88577046473	4493.26553341789	4183.69510348709
B9J08_03969	803.391067917258	724.880691467608	530.355774976428	525.277342215172
B9J08_03968	783.116214468242	667.603849266152	457.039087950962	432.659171043731
B9J08_03967	12486.7753679127	11618.7482852593	11305.0522734203	11276.9238984884
B9J08_03966	1.68957112075133	6.57275238377365	5.71298859938702	3.96935019306176
B9J08_03965	1029.79359809794	1010.32593784863	1194.01461727189	1006.89183230667
B9J08_03964	224.712959059927	275.11663549224	119.972760587127	91.2950544404204
B9J08_03963	164.733184273255	170.891561978115	191.385118079465	189.205692535944
B9J08_03962	0.844785560375665	3.75585850501351	0.952164766564503	1.32311673102059
B9J08_03961	707.085514034432	734.270337730142	1265.42697476422	1342.96348198589
B9J08_03960	1467.39251837253	1442.24966592519	1346.36097992221	1299.30062986221
B9J08_03959	1182.69978452593	1103.28343584772	1024.52928882341	1112.74117078831
B9J08_03958	2487.89347530633	4054.44925616209	12733.2994232671	11631.519182402
B9J08_03957	1186.92371232781	1234.73848352319	1450.14693947774	1417.05801892305
B9J08_03956	2517.46096991948	2486.37833031895	2216.63957656216	2306.19246216888
B9J08_03955	0	0.938964626253378	0.952164766564503	2.64623346204117
B9J08_03954	3980.62956049014	4169.002940565	4017.18315013564	3981.25824364094
B9J08_03953	3095.29429321644	3557.73696887405	4069.55221229669	4478.75013450468
B9J08_03952	2879.02918976027	2697.64537122596	2701.2914427435	2635.64852819301
B9J08_03951	284.692733846599	285.445246381027	263.749640338367	268.592696397179
B9J08_03950	395.359642255811	422.53408181402	289.458089035609	392.965669113114
B9J08_03949	1752.93003777951	1894.83061577932	1499.65950733909	1471.30580489489
B9J08_03948	303.278016174864	291.079034138547	261.845310805238	219.637377349417
B9J08_03947	1338.14032763505	1012.20386710114	2438.49396717169	844.148474391133
B9J08_03946	1439.51459488013	1646.00498982217	450.37393458501	509.399941442925
B9J08_03945	157.974899790249	154.929163331807	77.1253460917248	76.7407703991939
B9J08_03944	209.506818973165	222.534616422051	162.82017508253	117.757389060832
B9J08_03943	365.792147642663	350.23380559251	218.045731543271	185.236342342882
B9J08_03942	3868.27308096017	3892.94734044651	3827.7023615893	3487.73570297026
B9J08_03941	599.797747866722	609.388042438442	475.130218515687	564.97084414579
B9J08_03940	11991.7310295326	11476.964626695	12527.6318336892	12146.211590769
B9J08_03939	2789.48192036045	2597.17615621684	1935.75097042564	1771.65330283656
B9J08_03938	704.551157353305	614.082865569709	640.806887897911	629.803563965799
B9J08_03937	2465.08426517619	2634.73474126698	3415.41501766687	3496.99752008741
B9J08_03936	1435.29066707826	1442.24966592519	1559.64588763266	1440.87412008142
B9J08_03935	1605.93735027414	1571.82678434815	1634.86690419125	1426.31983604019
B9J08_03934	794.098426753125	787.791321426584	724.597387355587	645.680964738046
B9J08_03933	204.438105610911	206.572217775743	97.1208061895793	120.403622522873
B9J08_03932	3717.05646565293	3717.36095533712	4358.05813656573	3900.54812304869
B9J08_03931	1086.39423064311	1113.61204673651	1241.62285560011	1255.63777773854
B9J08_03930	2338.36643111984	2232.85788123053	2043.34558904742	2128.89482021212
B9J08_03929	4762.05620383763	4742.71032720581	5512.08183364191	5748.94219628444
B9J08_03928	5782.55716077143	5968.99812909272	7334.52519684637	7430.62356141161
B9J08_03927	6405.16411876829	6653.50334163144	7378.32477610834	7683.33885703654
B9J08_03926	544.041900881929	520.186402944371	486.556195714461	463.090855857205
B9J08_03925	666.5358071364	742.721019366422	699.84110342491	624.511097041716
B9J08_03924	7.60307004338099	5.63378775752027	6.66515336595152	2.64623346204117
B9J08_03923	1003.60524572629	956.804954152192	1213.05791260318	1229.17544311812
B9J08_03922	1187.76849788819	1090.13793108017	1046.42907845439	1075.69390231974
B9J08_03921	4055.81547536357	3971.82036905179	3565.85705078406	3695.46502974049
B9J08_03920	127.562619616725	138.027800059247	124.73358441995	178.620758687779
B9J08_03919	2975.33474364309	3094.82740813113	2540.3755971941	2511.27555547707
B9J08_03918	1629.59134596466	1555.86438570185	1730.0833808477	1554.66215894919
B9J08_03917	728.205153043824	799.058896941625	623.66792209975	590.110062035181
B9J08_03916	4702.92121461133	4877.9212333863	4799.86258825166	4963.01085805822
B9J08_03915	1071.18809055634	1099.52757734271	1001.67733442586	961.905863451966
B9J08_03914	4190.1363794633	3976.51519218306	4060.03056463104	4239.26600618996
B9J08_03913	2645.02358953621	2546.47206639916	2607.02713085361	2834.11603784609
B9J08_03912	1367.7078222482	1370.88835432993	1490.13785967345	1439.5510033504
B9J08_03911	799.167140115379	828.166800355479	1370.16509908632	1516.29177374959
B9J08_03910	2176.16760352771	2246.00338599808	2017.63714035018	2103.75560232273
B9J08_03909	375.929574367171	372.768956622591	487.508360481026	452.50592200904
B9J08_03908	353.120364237028	364.318274986311	189.480788546336	195.821276191047
B9J08_03907	5333.13124265158	5042.24004298064	4952.20895090198	5238.2191381105
B9J08_03906	8849.97353049547	8661.94867718741	9479.75241591619	9636.25915202292
B9J08_03905	2447.3437684083	2388.72600918859	2766.99081163645	2904.24122459018
B9J08_03904	2181.23631688997	2317.36469759334	2302.33440555297	2282.37636101051
B9J08_03903	729.894724164575	627.228370337257	734.119035021232	664.204598972334
B9J08_03902	758.617433217348	741.782054740169	629.380910699137	702.574984171931
B9J08_03901	1532.44100652146	1518.30580065171	1471.09456434216	1679.03513166512
B9J08_03900	188.387179963773	186.853960624422	198.050271445417	219.637377349417
B9J08_03899	2599.40516927592	2415.95598334994	2286.14760452137	2369.70206525787
B9J08_03898	4165.63759821241	4108.90920448478	4019.08747966877	3929.65669113114
B9J08_03897	890.403980635951	787.791321426584	743.640682686877	973.813914031151
B9J08_03896	1072.03287611672	997.180433081088	1182.58864007311	1168.31207349118
B9J08_03895	5932.08420495792	5598.10710172264	6059.5765744165	6454.16341391842
B9J08_03894	3916.42585790158	3821.58602885125	3592.51766424787	3684.88009589233
B9J08_03893	3408.70973611581	3115.48462990871	2898.38954942235	2982.3051117204
B9J08_03892	575.298966615828	543.660518600706	666.515336595152	529.246692408234
B9J08_03891	5387.19751851562	5008.43731643552	5259.75817050232	5309.66744158561
B9J08_03890	1596.64470911001	1538.96302242929	1614.8714440934	1573.18579318348
B9J08_03889	958.83161102638	983.095963687287	990.251357227084	1033.35416692708
B9J08_03888	4102.27868118423	4286.37351884667	4150.48621745467	4173.11016963893
B9J08_03887	369.171289884166	344.60001783499	392.291883824575	407.51995315434
B9J08_03886	2421.15541603666	2280.74507716946	2564.17971635821	2582.72385895218
B9J08_03885	1160.73535995616	1292.9542903509	803.627062980441	755.499653412754
B9J08_03884	1236.76606038997	1250.7008821695	1367.30860478663	1307.23933024834
B9J08_03883	965.589895509386	916.429475223297	1140.69339034428	1186.83570772546
B9J08_03882	22048.0583402445	20417.7857978797	20112.576364142	21988.8769528311
B9J08_03881	934.332829775486	982.156999061034	831.239841210812	811.070556115619
B9J08_03880	0.844785560375665	0	0	0
B9J08_03879	0	0	0.952164766564503	0
B9J08_03878	0.844785560375665	0	0.952164766564503	0
B9J08_03877	0	0	0	0
B9J08_03876	8980.07050679332	8907.01844463955	9084.60403779193	9538.3485139274
B9J08_03875	6329.13341833449	6262.89405711003	7359.28148077705	7629.09107106469
B9J08_03874	9258.00495615692	8759.60099831776	7925.81951688293	8793.43379436281
B9J08_03873	63917.3202835832	60583.8756151205	64152.1011472834	63917.1230421424
B9J08_03872	3648.6288352625	3780.2715852961	3571.57003938345	3687.52632935437
B9J08_03871	32720.2343244703	33484.4175368217	7997.23187437526	8862.23586437588
B9J08_03870	80.2546282356882	83.5678517365507	9.52164766564503	25.1392178893911
B9J08_03869	1575.52507010062	1795.30036539646	2014.78064605049	2282.37636101051
B9J08_03868	4186.7572372218	4342.71139642187	4221.89857494701	4354.37716178875
B9J08_03867	707.930299594808	655.397309124858	521.786292077348	480.291373360472
B9J08_03866	1260.42005608049	1169.01095968546	1035.95526602218	1127.29545482954
B9J08_03865	627.675671359119	648.824556741084	1373.97375815258	1271.51517851078
B9J08_03864	2.534356681127	1.87792925250676	0.952164766564503	3.96935019306176
B9J08_03863	407.186640101071	363.379310360057	338.018492130399	367.826451223723
B9J08_03862	1017.96660025268	1046.00659364626	1185.44513437281	1149.78843925689
B9J08_03861	387.75657221243	376.524815127605	427.521980187462	477.645139898431
B9J08_03860	5512.22578145122	5530.5016486324	4484.69605051881	4777.77451571533
B9J08_03859	161.354042031752	138.027800059247	158.059351249708	152.158424067367
B9J08_03858	585.436393340336	592.486679165882	776.966449516635	858.70275843236
B9J08_03857	146.992687505366	165.257774220595	191.385118079465	164.066474646553
B9J08_03856	1059.36109271108	1222.5319433819	950.260437031374	1054.52403462341
B9J08_03855	1817.97852592843	1680.74668099355	1348.26530945534	1499.09125624632
B9J08_03854	469.70077156887	490.139534904263	369.439929427027	422.074237195567
B9J08_03853	634.433955842125	573.707386640814	656.041524162943	629.803563965799
B9J08_03852	6426.28375777769	6480.73385040082	6316.66106138892	7021.78049152625
B9J08_03851	811.838923521014	816.899224840439	836.952829810199	805.778089191536
B9J08_03850	1674.36498066457	1759.61970959883	1773.88296010967	1782.23823668473
B9J08_03849	1159.89057439579	1116.42894061527	1068.32886808537	1020.12299961687
B9J08_03848	10691.6060521144	11106.073599325	14893.761278602	15326.9842121425
B9J08_03847	1581.43856902325	1497.64857887414	1587.25866586303	1784.88447014677
B9J08_03846	9.29264116413232	6.57275238377365	6.66515336595152	14.5542840412264
B9J08_03845	3138.3783567956	3312.66720142192	4015.27882060251	4395.39378045038
B9J08_03844	699.482443991051	681.688318659953	617.954933500363	624.511097041716
B9J08_03843	63.3589170281749	61.971665332723	45.7039087950962	58.2171361649058
B9J08_03842	14287.8581826336	13047.8524464169	11417.407715875	11946.4209643849
B9J08_03841	56464.6220699491	55057.1298249931	60213.9476727726	63820.5355207779
B9J08_03840	4890.46360901473	5317.35667847288	6215.73159613308	5727.77232858811
B9J08_03839	87057.6863533934	84945.3128432644	90082.4042351345	94183.4182642383
B9J08_03838	683.431518343913	691.077964922486	806.483557280134	715.806151482137
B9J08_03837	1097.37644292799	1093.89378958519	1018.81630022402	924.858594983389
B9J08_03836	3197.51334602189	2861.9641808203	2787.93843650087	2666.08021300648
B9J08_03835	688.500231706167	654.458344498605	493.221349080413	502.784357787822
B9J08_03834	1819.66809704918	1789.66657763894	1904.32953312901	1898.67250901454
B9J08_03833	1320.39983086716	1226.28780188691	1071.18536238507	1038.64663385116
B9J08_03832	13139.7946060831	12831.8905823787	13171.2952158868	14398.156266966
B9J08_03831	937.711972016989	886.382607183189	890.274056737811	991.014431534418
B9J08_03830	3491.49872103262	3371.82197287588	3730.58155539972	3949.50344209645
B9J08_03829	596.41860562522	589.669785287121	256.132322205851	252.715295624932
B9J08_03828	813.528494641766	846.007128254294	822.670358311731	799.162505536434
B9J08_03827	360.723434280409	420.656152561513	378.961577092672	309.609315058817
B9J08_03826	3887.70314884881	3791.53916081114	2774.60812976896	2782.51448533629
B9J08_03825	336.224653029515	337.088300824963	167.580998915353	190.528809266964
B9J08_03824	1904.99143864713	1839.43170283037	1968.12457248883	1864.271474008
B9J08_03823	2360.33085568961	2215.95651795797	1292.08758822803	1418.38113565407
B9J08_03822	396.204427816187	458.214737611649	507.50382057888	410.166186616381
B9J08_03821	3097.82864989756	3030.9778135459	3080.25301983617	3114.61678482246
B9J08_03820	441.822848076473	467.604383874182	464.656406083478	490.876307208637
B9J08_03819	3806.60373505275	3962.43072278926	4087.64334286141	4076.52264827442
B9J08_03818	1699.70854747584	1779.33796675015	1809.11305647256	1800.76187091902
B9J08_03817	384.377429970928	382.158602885125	311.357878666593	329.456066024126
B9J08_03816	1171.71757224105	1184.03439370551	957.87775516389	918.243011328286
B9J08_03815	4445.26161869675	4230.03564127147	4504.69151061667	4558.13713836592
B9J08_03814	1108.35865521287	1093.89378958519	794.105415314796	821.655489963783
B9J08_03813	5472.52086011356	6555.85102050109	8327.63304837315	9840.01912860009
B9J08_03812	194.300678886403	199.060500765716	212.332742943884	205.083093308191
B9J08_03811	13062.9191200889	15853.478749662	33922.7741383936	38660.1477636905
B9J08_03810	14524.3981395388	14730.477056663	15261.2968784959	17482.341366975
B9J08_03809	914.05797632647	980.279069808527	861.709113740876	897.073143631957
B9J08_03808	1902.457081966	2098.5859396763	2683.20031217877	2978.33576152734
B9J08_03807	225.557744620303	212.206005533263	208.524083877626	215.668027156355
B9J08_03806	974.037751113142	975.58424667726	1056.9028908866	977.783264224213
B9J08_03805	958.83161102638	1021.59351336368	1071.18536238507	1051.87780116137
B9J08_03804	6774.33540865246	6505.1469306834	7249.78253262213	7457.08589603202
B9J08_03803	2084.08597744677	2058.2104607474	1877.6689196652	1855.00965689086
B9J08_03802	1380.37960565384	1324.87908764352	1273.99645766331	1151.11155598791
B9J08_03801	38055.0551382426	37302.247707168	37409.6015135528	37086.961970507
B9J08_03800	439.288491395346	434.740621955314	441.80445168593	392.965669113114
B9J08_03799	9851.88920510101	9911.71059473066	8359.05448566977	9050.1184401808
B9J08_03798	8.44785560375665	3.75585850501351	4.76082383282252	10.5849338481647
B9J08_03797	52886.9552217582	52746.3378797835	39797.6307480965	41037.7885293345
B9J08_03796	551.64497092531	540.843624721946	337.066327363834	346.656583527393
B9J08_03795	1738.56868325312	1640.37120206465	1313.03521309245	1370.74893333733
B9J08_03794	1219.87034918246	1214.08126174562	1174.9713219406	1259.6071279316
B9J08_03793	1197.90592461269	1143.65891477661	1173.06699240747	1168.31207349118
B9J08_03792	4975.78695061267	4967.12287288037	4613.23829400502	4473.4576675806
B9J08_03791	397.893998936938	371.829991996338	273.271288004012	291.085680824529
B9J08_03790	2253.88787508228	2203.74997781668	2070.95836727779	2011.13743115129
B9J08_03789	1080.48073172048	1092.95482495893	955.973425630761	874.580159204607
B9J08_03788	389.446143333182	434.740621955314	257.084486972416	289.762564093508
B9J08_03787	1808.6858847643	2006.56740630347	1691.04462541856	1697.55876589941
B9J08_03786	381.843073289801	412.205470925233	236.136862107997	254.038412355952
B9J08_03785	1779.11839015115	1962.43606886956	2314.71254751831	2349.85531429256
B9J08_03784	0	0.938964626253378	0	0
B9J08_03783	691.034588387294	630.045264216017	537.02092834238	584.817595111099
B9J08_03782	7792.30200890514	8643.16938466235	13555.9697815788	14673.3645470183
B9J08_03781	888.7144095152	782.157533669064	591.294320036557	619.218630117634
B9J08_03780	8.44785560375665	8.4506816362804	5.71298859938702	10.5849338481647
B9J08_03779	11.8269978452593	3.75585850501351	15.2346362650321	9.2618171171441
B9J08_03778	1.68957112075133	0.938964626253378	2.85649429969351	0
B9J08_03777	1.68957112075133	0.938964626253378	1.90432953312901	0
B9J08_03776	1.68957112075133	0	0	0
B9J08_03775	2.534356681127	1.87792925250676	2.85649429969351	0
B9J08_03774	32.1018512942753	42.253408181402	43.7995792619672	68.8020700130704
B9J08_03773	5.06871336225399	4.69482313126689	3.80865906625801	3.96935019306176
B9J08_03772	0	0.938964626253378	0.952164766564503	1.32311673102059
B9J08_03771	6.75828448300532	5.63378775752027	19.9954600978546	5.29246692408234
B9J08_03770	38.8601357772806	57.2768422014561	47.6082383282252	47.6322023167411
B9J08_03769	10.137426724508	17.8403278988142	12.3781419653385	22.4929844273499
B9J08_03768	263.573094837208	293.895928017307	428.474144954027	418.104887002505
B9J08_03767	6.75828448300532	7.51171701002702	8.56948289908053	9.2618171171441
B9J08_03766	2067.19026623925	1879.80718175926	1633.91473942469	1771.65330283656
B9J08_03765	33.7914224150266	41.3144435551486	22.8519543975481	33.0779182755146
B9J08_03764	430.840635791589	415.961329430247	414.191673455559	410.166186616381
B9J08_03763	383.532644410552	354.928628723777	350.396634095737	279.177630245343
B9J08_03762	3507.54964667976	3124.87427617124	3162.13918976072	3174.15703771838
B9J08_03761	1634.66005932691	1572.76574897441	1431.10364414645	1389.27256757161
B9J08_03760	4800.07155405453	4775.57408912468	4792.24527011915	4814.82178418391
B9J08_03759	441.822848076473	420.656152561513	535.116598809251	424.720470657608
B9J08_03758	406.341854540695	439.435445086581	315.166537732851	310.932431789838
B9J08_03757	2.534356681127	2.81689387876013	7.61731813251603	13.2311673102059
B9J08_03756	2307.95415094632	2055.39356686864	2480.38921690053	2245.32909254193
B9J08_03755	0	0.938964626253378	0.952164766564503	0
B9J08_03754	0	0.938964626253378	0	0
B9J08_03753	4348.95606481392	4332.38278553309	4972.20441099984	4918.02488920352
B9J08_03752	1291.67712181439	1298.58807810842	1423.48632601393	1467.33645470183
B9J08_03751	954.607683224502	962.438741909713	1049.28557275408	977.783264224213
B9J08_03750	1263.799198322	1219.71504950314	1165.44967427495	1144.49597233281
B9J08_03749	38.8601357772806	44.1313374339088	19.0432953312901	18.5236342342882
B9J08_03748	1442.04895156126	1526.75648228799	1513.94197883756	1475.27515508795
B9J08_03747	977.416893354645	949.293237142165	877.895914772472	841.502240929092
B9J08_03746	609.93517459123	638.495945852297	663.658842295459	752.853419950713
B9J08_03745	534.749259717796	477.932994762969	501.790831979493	510.723058173946
B9J08_03744	503.492193983897	496.712287288037	377.057247559543	411.489303347402
B9J08_03743	3333.52382124238	3345.53096334079	2901.24604372204	3309.11494428248
B9J08_03742	2100.1369030939	1968.06985662708	1867.19510723299	2079.93950116436
B9J08_03741	5.91349892262966	4.69482313126689	6.66515336595152	6.61558365510293
B9J08_03740	2.534356681127	4.69482313126689	0.952164766564503	1.32311673102059
B9J08_03739	179.094538799641	168.074668099355	181.86347041382	216.991143887376
B9J08_03738	0	0	0	0
B9J08_03737	4191.82595058405	3741.77403561971	2470.86756923489	2413.36491738155
B9J08_03736	1134.54700758452	1184.97335833176	712.219245390248	763.438353798878
B9J08_03735	487.441268336759	525.820190701892	557.016388440234	554.385910297625
B9J08_03734	582.057251098833	609.388042438442	218.997896309836	250.069062162891
B9J08_03733	669.070163817527	657.275238377365	418.000332521817	440.597871429855
B9J08_03732	918.281904128348	880.748819425669	194.241612379159	231.545427928602
B9J08_03731	1.68957112075133	2.81689387876013	0	0
B9J08_03730	863.37084270393	901.406041203243	521.786292077348	455.152155471081
B9J08_03729	5.91349892262966	2.81689387876013	6.66515336595152	6.61558365510293
B9J08_03728	1801.92760028129	1884.50200489053	1798.63924404035	1816.63927169126
B9J08_03727	3178.92806369363	3214.07591566531	3477.30572749357	3381.88636448862
B9J08_03726	370.860861004917	305.163503532348	280.888606136528	306.963081596776
B9J08_03725	1946.38593110553	1797.17829464897	1281.61377579582	1182.8663575324
B9J08_03724	970.658608871639	964.316671162219	913.126011135359	981.752614417274
B9J08_03723	3194.13420378039	2932.3865277893	2751.75617537141	3065.6614657747
B9J08_03722	255.970024793827	214.08393478577	111.403277688047	130.988556371038
B9J08_03721	3649.47362082287	3253.51242996796	3125.95692863126	3318.37676139963
B9J08_03720	653.019238170389	560.561881873267	495.125678613542	448.536571815978
B9J08_03719	2209.11424038237	2095.76904579754	2082.38434447657	1921.16549344189
B9J08_03718	21.9644245697673	23.4741156563345	24.7562839306771	14.5542840412264
B9J08_03717	11584.5443894315	11498.5608130989	11625.9317997526	12942.7278628434
B9J08_03716	51.5319191829156	59.1547714539628	24.7562839306771	23.8161011583705
B9J08_03715	352.275578676652	321.125902178655	200.90676574511	248.74594543187
B9J08_03714	200.214177809033	127.699189170459	84.7426642242408	71.4483034751116
B9J08_03713	2105.20561645616	2010.32326480848	2285.19543975481	2023.04548173047
B9J08_03712	1850.92516278308	2015.01808793975	1356.83479235442	1813.99303822922
B9J08_03711	6819.10904335237	6624.39543821758	7237.40439065679	7486.19446411447
B9J08_03710	2654.31623070034	2500.46279971275	2863.15945305946	2761.34461763996
B9J08_03709	823.665921366274	797.180967689118	827.431182144553	762.115237067857
B9J08_03708	39473.4500941133	37761.4014094059	231.376038275174	244.776595238808
B9J08_03707	745.945649811713	789.669250679091	879.800244305601	774.023287647042
B9J08_03706	1091.46294400536	1028.16626574745	1074.04185668476	1026.73858327197
B9J08_03705	2004.67613477145	2107.97558593883	2347.0861495815	2319.42362947909
B9J08_03704	3246.51090852368	3313.60616604817	3678.21249323868	3510.22868739761
B9J08_03703	2269.93880072941	2426.28459423873	2741.28236293921	2644.91034531015
B9J08_03702	2273.31794297092	2112.6704090701	2318.52120658457	2237.39039215581
B9J08_03701	1812.0650270058	1647.88291907468	1770.07430104341	1618.17176203818
B9J08_03700	1474.15080285554	1421.59244414761	1080.70701005071	1215.94427580792
B9J08_03699	4223.92780187833	5892.9419943662	10856.5826683685	11939.8053807298
B9J08_03698	17394.1346881349	20397.1285761021	23379.4536782248	23548.8315787044
B9J08_03697	3762.67488591321	4060.08304391961	5636.81541806186	6242.46473695512
B9J08_03696	2759.06964018692	2814.07698488137	3257.35566641717	3149.01781982899
B9J08_03695	980.796035596147	1003.75318546486	1214.96224213631	1282.10011235895
B9J08_03694	1415.86059918962	1386.85075297624	1344.45665038908	1344.28659871691
B9J08_03693	2195.59767141635	2365.25189353226	3969.57491180741	3622.69360953436
B9J08_03692	4060.03940316545	3855.38875539637	4074.31303612951	4158.5558855977
B9J08_03691	261.883523716456	318.309008299895	471.321559449429	455.152155471081
B9J08_03690	2470.99776409882	3498.58219742009	11462.1594599035	11826.017341862
B9J08_03689	1013.7426724508	1307.97772437096	1571.07186483143	1475.27515508795
B9J08_03688	958.83161102638	1039.43384126249	1116.88927118016	996.306898458501
B9J08_03687	2.534356681127	0.938964626253378	2.85649429969351	2.64623346204117
B9J08_03686	584.59160777996	606.571148559682	665.563171828588	621.864863579675
B9J08_03685	1413.32624250849	1542.7188809343	1672.00133008727	1657.86526396879
B9J08_03684	4914.11760470524	4858.20297623498	4987.43904726487	4932.57917324474
B9J08_03683	4055.81547536357	3966.18658129427	3509.67932955676	3302.49936062738
B9J08_03682	10340.1752589981	10845.9803978528	12017.2715188106	11787.6469566624
B9J08_03681	1780.8079612719	1860.08892460794	1548.21991043388	1746.51408494717
B9J08_03680	5595.01476636803	5421.58175198701	6297.61776605762	5555.76715355544
B9J08_03679	10149.2537223532	10302.3198792521	10479.5254208089	9183.75323001388
B9J08_03678	3153.58449688236	3046.00124756596	3873.4062703844	4081.81511519851
B9J08_03677	5983.61612414084	6330.49951020027	7021.26298864665	6602.35248779272
B9J08_03676	8122.61316301202	7652.56170396503	8413.32787736395	8281.38761945784
B9J08_03675	1886.40615631886	2051.63770836363	2354.70346771402	1993.93691364802
B9J08_03674	1922.73193541501	2034.73634509107	2293.76492265389	2224.1592248456
B9J08_03673	2216.71731042575	2169.94725127156	2417.54634230727	2433.21166834686
B9J08_03672	3733.95217686044	3862.9004724064	4433.27915312433	4574.01453913816
B9J08_03671	4310.09592903664	4365.24654745195	5165.49385861243	5054.30591249864
B9J08_03670	15506.0389606953	15671.3196121689	17031.3711795393	15481.7888696719
B9J08_03669	2442.27505504605	2273.23336015943	2181.40948019928	2068.03145058517
B9J08_03668	10640.9189184919	11514.5232117452	11878.2554628922	11611.6724314367
B9J08_03667	1023.88009917531	1090.13793108017	1087.37216341666	946.028462679718
B9J08_03666	8653.98328048832	8813.12198201421	9444.52231955331	9623.02798471272
B9J08_03665	2298.66150978219	2567.12928817674	2563.22755159164	2438.50413527094
B9J08_03664	2122.94611322405	2196.23826080665	2443.25479100452	2347.20908083052
B9J08_03663	5761.43752176204	5938.95126105262	6637.54058772115	6185.57071752124
B9J08_03662	1031.48316921869	1076.05346168637	1078.80268051758	1090.24818636096
B9J08_03661	855.767772660549	928.636015364591	994.060016293342	1002.9224821136
B9J08_03660	3336.90296348388	3398.11298241098	3888.64090664943	3630.63230992049
B9J08_03659	13206.5326653528	14344.5625952729	13003.7142169714	14322.7386132978
B9J08_03658	2181.23631688997	2437.55216975377	2559.41889252539	2381.61011583705
B9J08_03657	1268.86791168425	1196.2409338468	1174.01915717403	1042.61598404422
B9J08_03656	3862.35958203754	4092.94680583848	4602.76448157281	4196.9262707973
B9J08_03655	141.923974143112	145.539517069274	131.398737785901	125.696089446956
B9J08_03654	1394.74096018022	1573.70471360066	1308.27438925963	1204.03622522873
B9J08_03653	2070.56940848076	2176.52000365533	2197.59628123087	2413.36491738155
B9J08_03652	731.584295285326	790.608215305344	775.062119983506	690.666933592746
B9J08_03651	3875.87615100355	3852.57186151761	3754.38567456384	3571.09205702456
B9J08_03650	1453.87594940652	1392.48454073376	1764.36131244402	1579.80137683858
B9J08_03649	432.530206912341	363.379310360057	277.07994707027	313.578665251879
B9J08_03648	787.34014227012	832.861623486746	809.340051579828	768.73082072296
B9J08_03647	702.016800672178	721.124832962594	737.92769408749	722.42173513724
